Order #,Service,Was package delivered,Cost to deliver
2210,UPS Ground,1,8.42
2211,UPS Ground,1,12.12
2212,UPS Ground,1,9.34
2213,UPS SurePost,1,10.46
2214,UPS Ground,1,10.93
2215,UPS SurePost,1,7.51
2216,UPS SurePost,1,7.98
2217,UPS SurePost,1,11.24
2218,UPS Ground,1,8.66
2219,UPS SurePost,1,9.22
2220,UPS Ground,1,8.64
2221,UPS SurePost,1,8.46
2222,UPS Ground,1,9.92
2223,UPS SurePost,1,7.64
2224,UPS Ground,1,8.34
2225,UPS SurePost,1,9.5
2226,UPS Ground,0,8.54
2227,UPS Ground,1,8.6
2228,UPS Ground,1,8.37
2229,UPS Ground,1,9.87
2230,UPS SurePost,1,10.63
2231,UPS SurePost,1,11.61
2232,UPS Ground,1,8.74
2233,UPS SurePost,1,12.72
2234,UPS Ground,1,8.26
2235,UPS Ground,1,11.88
2236,UPS SurePost,1,7.75
2237,UPS Ground,1,8.49
2238,UPS Ground,1,8.71
2239,UPS SurePost,1,8.91
2240,UPS Ground,1,11.0
2241,UPS Ground,1,11.16
2242,UPS Ground,1,8.36
2243,UPS Ground,1,8.29
2244,UPS SurePost,1,7.41
2245,UPS SurePost,1,8.81
2246,UPS SurePost,1,8.64
2247,UPS Ground,1,8.35
2248,UPS Ground,1,10.47
2249,UPS SurePost,1,12.92
2250,UPS Ground,1,9.13
2251,UPS Ground,1,9.25
2252,UPS Ground,1,10.97
2253,UPS Ground,1,9.03
2254,UPS SurePost,1,10.16
2255,UPS SurePost,1,7.76
2256,UPS SurePost,1,12.17
2257,UPS Ground,1,10.6
2258,UPS SurePost,1,7.93
2259,UPS SurePost,1,7.98
2260,UPS Ground,1,9.11
2261,UPS Ground,1,12.38
2262,UPS SurePost,1,6.8
2263,UPS SurePost,1,7.84
2264,UPS SurePost,1,8.03
2265,UPS SurePost,1,8.97
2266,UPS Ground,1,9.53
2267,UPS SurePost,1,6.42
2268,UPS SurePost,1,8.31
2269,UPS Ground,1,9.83
2270,UPS SurePost,1,7.91
2271,UPS Ground,1,11.19
2272,UPS Ground,0,11.59
2273,UPS Ground,1,9.86
2274,UPS SurePost,1,9.4
2275,UPS SurePost,1,5.26
2276,UPS Ground,1,9.27
2277,UPS SurePost,1,10.74
2278,UPS SurePost,1,8.27
2279,UPS Ground,1,8.72
2280,UPS Ground,1,13.95
2281,UPS SurePost,1,12.15
2282,UPS Ground,1,10.81
2283,UPS SurePost,1,10.97
2284,UPS SurePost,1,5.14
2285,UPS SurePost,1,7.64
2286,UPS SurePost,1,8.19
2287,UPS Ground,1,9.59
2288,UPS Ground,1,9.15
2289,UPS Ground,1,5.58
2290,UPS Ground,1,10.67
2291,UPS SurePost,1,9.94
2292,UPS SurePost,1,11.77
2293,UPS Ground,1,8.63
2294,UPS SurePost,1,7.49
2295,UPS SurePost,1,4.36
2296,UPS SurePost,0,8.49
2297,UPS Ground,1,11.56
2298,UPS Ground,1,8.94
2299,UPS Ground,1,13.71
2300,UPS SurePost,1,8.56
2301,UPS Ground,1,10.25
2302,UPS Ground,1,7.64
2303,UPS Ground,1,10.5
2304,UPS Ground,1,6.57
2305,UPS Ground,1,11.2
2306,UPS Ground,1,11.25
2307,UPS SurePost,1,11.35
2308,UPS SurePost,1,7.23
2309,UPS Ground,1,10.28
2310,UPS Ground,1,10.98
2311,UPS SurePost,0,9.77
2312,UPS SurePost,1,7.5
2313,UPS Ground,1,5.86
2314,UPS Ground,1,10.6
2315,UPS Ground,1,9.74
2316,UPS Ground,0,9.02
2317,UPS SurePost,1,10.32
2318,UPS Ground,1,9.92
2319,UPS Ground,1,7.72
2320,UPS Ground,1,6.65
2321,UPS Ground,1,8.04
2322,UPS SurePost,1,13.14
2323,UPS SurePost,1,10.25
2324,UPS SurePost,1,9.33
2325,UPS Ground,1,9.69
2326,UPS Ground,1,9.57
2327,UPS SurePost,1,11.02
2328,UPS Ground,1,9.15
2329,UPS Ground,1,11.0
2330,UPS SurePost,1,8.4
2331,UPS SurePost,1,12.36
2332,UPS SurePost,1,10.29
2333,UPS SurePost,1,11.16
2334,UPS Ground,1,8.99
2335,UPS Ground,1,11.83
2336,UPS SurePost,1,8.46
2337,UPS Ground,1,10.19
2338,UPS SurePost,1,11.83
2339,UPS SurePost,1,7.19
2340,UPS Ground,1,10.35
2341,UPS SurePost,1,9.76
2342,UPS Ground,1,10.9
2343,UPS Ground,1,9.22
2344,UPS Ground,1,13.61
2345,UPS Ground,1,7.76
2346,UPS SurePost,1,11.53
2347,UPS Ground,1,12.1
2348,UPS SurePost,1,12.29
2349,UPS SurePost,1,6.25
2350,UPS SurePost,1,7.5
2351,UPS SurePost,1,11.58
2352,UPS Ground,1,6.75
2353,UPS Ground,1,7.22
2354,UPS SurePost,1,8.15
2355,UPS SurePost,1,9.33
2356,UPS Ground,1,12.76
2357,UPS SurePost,0,8.68
2358,UPS Ground,1,8.95
2359,UPS SurePost,1,9.54
2360,UPS Ground,1,10.81
2361,UPS SurePost,1,9.76
2362,UPS SurePost,1,8.69
2363,UPS Ground,1,6.61
2364,UPS SurePost,1,7.41
2365,UPS SurePost,1,11.46
2366,UPS Ground,1,10.32
2367,UPS SurePost,1,8.44
2368,UPS Ground,1,11.94
2369,UPS Ground,1,8.04
2370,UPS SurePost,1,8.61
2371,UPS SurePost,1,9.24
2372,UPS SurePost,1,8.24
2373,UPS SurePost,1,9.17
2374,UPS SurePost,1,8.67
2375,UPS SurePost,1,6.58
2376,UPS SurePost,1,9.31
2377,UPS Ground,1,7.7
2378,UPS SurePost,1,9.29
2379,UPS Ground,1,12.38
2380,UPS SurePost,1,8.51
2381,UPS SurePost,1,6.97
2382,UPS Ground,1,9.78
2383,UPS SurePost,0,7.56
2384,UPS SurePost,1,10.03
2385,UPS Ground,1,9.74
2386,UPS SurePost,1,11.96
2387,UPS SurePost,1,11.01
2388,UPS SurePost,0,8.73
2389,UPS Ground,1,11.24
2390,UPS SurePost,1,8.32
2391,UPS SurePost,1,9.06
2392,UPS SurePost,1,8.37
2393,UPS SurePost,1,10.33
2394,UPS Ground,1,12.48
2395,UPS Ground,1,11.38
2396,UPS SurePost,1,10.6
2397,UPS SurePost,1,10.6
2398,UPS Ground,1,10.95
2399,UPS Ground,1,8.03
2400,UPS SurePost,1,11.95
2401,UPS Ground,1,13.13
2402,UPS SurePost,1,8.59
2403,UPS Ground,1,9.36
2404,UPS Ground,1,11.06
2405,UPS Ground,1,10.95
2406,UPS Ground,1,9.65
2407,UPS SurePost,1,6.83
2408,UPS Ground,0,10.53
2409,UPS Ground,1,10.96
2410,UPS SurePost,1,10.26
2411,UPS Ground,1,10.6
2412,UPS Ground,1,9.53
2413,UPS SurePost,1,10.72
2414,UPS Ground,1,10.11
2415,UPS SurePost,1,8.19
2416,UPS SurePost,1,8.69
2417,UPS SurePost,1,5.98
2418,UPS SurePost,1,8.68
2419,UPS Ground,1,11.19
2420,UPS SurePost,1,9.59
2421,UPS Ground,1,12.63
2422,UPS Ground,1,9.54
2423,UPS Ground,1,10.84
2424,UPS Ground,1,11.37
2425,UPS Ground,1,14.06
2426,UPS Ground,1,10.25
2427,UPS Ground,1,8.19
2428,UPS Ground,1,11.47
2429,UPS Ground,1,13.23
2430,UPS Ground,1,9.44
2431,UPS SurePost,1,10.46
2432,UPS SurePost,1,11.13
2433,UPS SurePost,1,10.76
2434,UPS Ground,1,10.22
2435,UPS SurePost,1,7.79
2436,UPS SurePost,1,8.86
2437,UPS SurePost,1,9.79
2438,UPS Ground,1,11.57
2439,UPS Ground,1,10.58
2440,UPS Ground,1,9.34
2441,UPS Ground,1,10.96
2442,UPS SurePost,1,10.49
2443,UPS SurePost,1,9.66
2444,UPS SurePost,1,7.55
2445,UPS SurePost,1,8.69
2446,UPS Ground,1,11.64
2447,UPS Ground,1,7.6
2448,UPS Ground,1,6.37
2449,UPS SurePost,1,11.61
2450,UPS Ground,1,10.89
2451,UPS Ground,1,11.05
2452,UPS SurePost,1,7.13
2453,UPS SurePost,1,10.28
2454,UPS Ground,1,10.48
2455,UPS Ground,1,7.26
2456,UPS Ground,0,12.47
2457,UPS Ground,1,10.27
2458,UPS Ground,1,9.31
2459,UPS Ground,1,9.35
2460,UPS SurePost,1,5.51
2461,UPS SurePost,1,10.03
2462,UPS SurePost,1,9.45
2463,UPS Ground,1,9.66
2464,UPS SurePost,1,11.21
2465,UPS Ground,1,7.6
2466,UPS Ground,1,8.97
2467,UPS SurePost,1,7.53
2468,UPS Ground,1,9.52
2469,UPS Ground,1,10.12
2470,UPS SurePost,1,9.74
2471,UPS SurePost,1,8.4
2472,UPS SurePost,1,7.48
2473,UPS Ground,1,12.92
2474,UPS SurePost,1,13.18
2475,UPS SurePost,1,9.25
2476,UPS Ground,1,8.69
2477,UPS SurePost,1,11.56
2478,UPS SurePost,1,6.49
2479,UPS SurePost,1,8.42
2480,UPS Ground,1,8.79
2481,UPS Ground,1,7.99
2482,UPS Ground,1,9.51
2483,UPS Ground,1,8.5
2484,UPS SurePost,1,9.02
2485,UPS Ground,1,10.05
2486,UPS Ground,1,8.92
2487,UPS SurePost,1,8.36
2488,UPS SurePost,0,8.6
2489,UPS SurePost,1,10.4
2490,UPS Ground,1,9.74
2491,UPS Ground,1,11.43
2492,UPS Ground,1,11.01
2493,UPS SurePost,1,9.99
2494,UPS SurePost,1,11.4
2495,UPS Ground,1,8.06
2496,UPS SurePost,1,8.18
2497,UPS SurePost,1,12.05
2498,UPS SurePost,1,8.55
2499,UPS Ground,1,5.12
2500,UPS SurePost,1,8.65
2501,UPS SurePost,1,9.23
2502,UPS Ground,1,5.47
2503,UPS Ground,1,12.31
2504,UPS SurePost,1,7.76
2505,UPS SurePost,1,9.57
2506,UPS Ground,1,9.61
2507,UPS Ground,1,7.77
2508,UPS SurePost,1,7.15
2509,UPS SurePost,1,7.38
2510,UPS SurePost,1,10.88
2511,UPS SurePost,1,8.74
2512,UPS Ground,0,9.1
2513,UPS SurePost,1,7.38
2514,UPS SurePost,1,11.07
2515,UPS Ground,1,12.54
2516,UPS SurePost,1,11.05
2517,UPS Ground,1,10.85
2518,UPS SurePost,1,9.5
2519,UPS SurePost,1,6.89
2520,UPS Ground,1,9.57
2521,UPS Ground,1,8.82
2522,UPS SurePost,1,5.84
2523,UPS SurePost,1,10.83
2524,UPS SurePost,1,7.79
2525,UPS Ground,1,12.07
2526,UPS SurePost,1,10.53
2527,UPS Ground,1,10.96
2528,UPS Ground,1,11.06
2529,UPS SurePost,1,7.93
2530,UPS Ground,1,13.22
2531,UPS SurePost,1,9.07
2532,UPS SurePost,1,9.52
2533,UPS SurePost,1,7.88
2534,UPS SurePost,1,7.39
2535,UPS SurePost,1,9.83
2536,UPS Ground,1,10.38
2537,UPS Ground,1,8.63
2538,UPS SurePost,1,6.51
2539,UPS SurePost,1,6.8
2540,UPS Ground,1,12.07
2541,UPS Ground,1,8.94
2542,UPS Ground,1,9.41
2543,UPS Ground,1,12.51
2544,UPS SurePost,0,7.06
2545,UPS SurePost,1,7.74
2546,UPS Ground,1,8.67
2547,UPS SurePost,1,11.8
2548,UPS Ground,1,13.45
2549,UPS SurePost,1,10.3
2550,UPS Ground,1,11.36
2551,UPS SurePost,1,7.99
2552,UPS Ground,1,13.37
2553,UPS Ground,1,10.46
2554,UPS SurePost,1,10.48
2555,UPS Ground,1,9.82
2556,UPS SurePost,1,8.54
2557,UPS SurePost,1,11.88
2558,UPS Ground,1,10.93
2559,UPS SurePost,1,11.51
2560,UPS SurePost,1,9.44
2561,UPS SurePost,1,7.53
2562,UPS SurePost,1,7.99
2563,UPS SurePost,1,9.18
2564,UPS Ground,1,8.91
2565,UPS SurePost,1,7.08
2566,UPS SurePost,1,11.08
2567,UPS SurePost,1,8.06
2568,UPS SurePost,1,9.24
2569,UPS SurePost,1,9.51
2570,UPS Ground,1,8.98
2571,UPS SurePost,1,11.51
2572,UPS Ground,1,8.07
2573,UPS Ground,1,10.45
2574,UPS Ground,1,10.43
2575,UPS Ground,1,9.91
2576,UPS SurePost,1,6.75
2577,UPS Ground,1,11.51
2578,UPS Ground,1,11.29
2579,UPS SurePost,1,7.83
2580,UPS SurePost,1,10.23
2581,UPS SurePost,1,9.65
2582,UPS Ground,1,7.78
2583,UPS SurePost,1,7.52
2584,UPS SurePost,1,10.97
2585,UPS Ground,1,10.54
2586,UPS SurePost,1,8.02
2587,UPS SurePost,1,7.51
2588,UPS SurePost,1,8.11
2589,UPS SurePost,1,8.23
2590,UPS Ground,1,8.53
2591,UPS SurePost,1,5.98
2592,UPS SurePost,1,10.97
2593,UPS Ground,1,11.68
2594,UPS SurePost,1,6.79
2595,UPS Ground,1,10.24
2596,UPS SurePost,0,7.44
2597,UPS Ground,1,9.55
2598,UPS Ground,1,9.4
2599,UPS Ground,0,9.26
2600,UPS Ground,1,13.47
2601,UPS SurePost,1,8.24
2602,UPS Ground,1,8.6
2603,UPS SurePost,1,7.68
2604,UPS Ground,1,11.81
2605,UPS Ground,1,7.14
2606,UPS Ground,1,8.68
2607,UPS SurePost,1,11.51
2608,UPS Ground,1,10.42
2609,UPS SurePost,1,9.33
2610,UPS SurePost,1,12.69
2611,UPS SurePost,1,9.43
2612,UPS SurePost,1,7.77
2613,UPS SurePost,1,8.51
2614,UPS SurePost,1,7.03
2615,UPS SurePost,1,11.18
2616,UPS SurePost,1,10.0
2617,UPS SurePost,1,10.95
2618,UPS Ground,1,12.1
2619,UPS Ground,0,9.28
2620,UPS Ground,1,8.36
2621,UPS Ground,1,9.91
2622,UPS Ground,1,8.49
2623,UPS SurePost,1,9.29
2624,UPS SurePost,1,10.96
2625,UPS SurePost,1,8.71
2626,UPS SurePost,1,9.26
2627,UPS SurePost,1,8.84
2628,UPS SurePost,1,10.39
2629,UPS SurePost,1,7.84
2630,UPS Ground,1,6.2
2631,UPS Ground,1,10.82
2632,UPS Ground,1,11.71
2633,UPS Ground,1,10.77
2634,UPS SurePost,0,7.89
2635,UPS SurePost,1,7.03
2636,UPS SurePost,1,9.86
2637,UPS Ground,1,10.25
2638,UPS SurePost,1,8.78
2639,UPS SurePost,1,12.16
2640,UPS SurePost,1,7.36
2641,UPS Ground,1,13.07
2642,UPS SurePost,1,9.06
2643,UPS Ground,1,6.82
2644,UPS Ground,1,9.69
2645,UPS Ground,1,11.66
2646,UPS Ground,1,9.37
2647,UPS SurePost,1,6.45
2648,UPS Ground,1,9.72
2649,UPS Ground,1,8.52
2650,UPS SurePost,1,9.85
2651,UPS SurePost,1,10.34
2652,UPS Ground,1,8.17
2653,UPS SurePost,1,7.78
2654,UPS Ground,1,11.31
2655,UPS Ground,1,8.51
2656,UPS Ground,1,8.13
2657,UPS Ground,1,7.96
2658,UPS SurePost,1,9.61
2659,UPS Ground,1,10.54
2660,UPS SurePost,1,7.82
2661,UPS SurePost,1,9.01
2662,UPS SurePost,1,11.65
2663,UPS SurePost,1,7.31
2664,UPS Ground,1,6.62
2665,UPS SurePost,1,9.79
2666,UPS Ground,1,9.81
2667,UPS SurePost,1,7.77
2668,UPS SurePost,1,10.13
2669,UPS Ground,1,11.45
2670,UPS Ground,1,6.18
2671,UPS Ground,1,8.87
2672,UPS SurePost,1,13.01
2673,UPS SurePost,1,10.01
2674,UPS Ground,1,11.17
2675,UPS Ground,1,12.03
2676,UPS Ground,1,10.03
2677,UPS Ground,1,11.38
2678,UPS SurePost,0,10.24
2679,UPS Ground,1,10.93
2680,UPS Ground,1,9.44
2681,UPS Ground,1,10.3
2682,UPS Ground,1,8.98
2683,UPS SurePost,1,9.02
2684,UPS Ground,1,7.98
2685,UPS SurePost,1,7.63
2686,UPS Ground,1,9.51
2687,UPS Ground,1,8.37
2688,UPS SurePost,1,8.13
2689,UPS Ground,1,9.72
2690,UPS SurePost,1,9.7
2691,UPS SurePost,1,10.64
2692,UPS Ground,1,9.2
2693,UPS SurePost,1,11.31
2694,UPS SurePost,1,10.63
2695,UPS SurePost,1,9.87
2696,UPS SurePost,1,9.27
2697,UPS SurePost,1,9.55
2698,UPS SurePost,1,11.06
2699,UPS SurePost,1,11.12
2700,UPS SurePost,1,11.31
2701,UPS Ground,0,10.07
2702,UPS Ground,1,10.96
2703,UPS SurePost,1,11.33
2704,UPS Ground,1,8.92
2705,UPS SurePost,1,8.45
2706,UPS SurePost,1,9.03
2707,UPS Ground,1,11.56
2708,UPS SurePost,1,10.59
2709,UPS SurePost,1,8.6
2710,UPS SurePost,1,6.39
2711,UPS SurePost,1,9.43
2712,UPS Ground,1,8.41
2713,UPS SurePost,1,6.42
2714,UPS SurePost,1,6.81
2715,UPS SurePost,1,9.57
2716,UPS Ground,0,12.36
2717,UPS SurePost,1,9.07
2718,UPS Ground,1,10.37
2719,UPS Ground,1,12.05
2720,UPS SurePost,0,6.32
2721,UPS SurePost,1,9.9
2722,UPS Ground,1,9.98
2723,UPS SurePost,1,9.98
2724,UPS Ground,1,9.16
2725,UPS Ground,1,8.58
2726,UPS SurePost,1,9.24
2727,UPS SurePost,1,11.86
2728,UPS Ground,1,11.49
2729,UPS Ground,1,9.12
2730,UPS Ground,1,7.68
2731,UPS Ground,1,7.09
2732,UPS SurePost,1,11.28
2733,UPS SurePost,1,7.35
2734,UPS SurePost,1,8.44
2735,UPS SurePost,1,11.29
2736,UPS SurePost,1,6.2
2737,UPS Ground,1,12.58
2738,UPS SurePost,1,8.56
2739,UPS SurePost,1,7.01
2740,UPS SurePost,1,8.57
2741,UPS SurePost,1,7.75
2742,UPS SurePost,1,9.76
2743,UPS Ground,1,8.88
2744,UPS Ground,1,6.69
2745,UPS Ground,1,9.62
2746,UPS SurePost,1,6.65
2747,UPS Ground,1,10.35
2748,UPS Ground,1,7.94
2749,UPS SurePost,1,8.15
2750,UPS SurePost,1,9.32
2751,UPS SurePost,1,8.63
2752,UPS Ground,1,10.43
2753,UPS Ground,1,11.18
2754,UPS SurePost,1,6.99
2755,UPS SurePost,1,8.89
2756,UPS Ground,1,4.23
2757,UPS Ground,1,10.43
2758,UPS SurePost,1,8.48
2759,UPS SurePost,1,7.3
2760,UPS Ground,1,10.55
2761,UPS SurePost,1,11.03
2762,UPS Ground,1,9.18
2763,UPS Ground,1,8.36
2764,UPS Ground,1,10.29
2765,UPS Ground,1,7.69
2766,UPS SurePost,1,7.86
2767,UPS SurePost,1,11.12
2768,UPS Ground,1,10.11
2769,UPS Ground,1,6.74
2770,UPS Ground,1,6.89
2771,UPS Ground,1,10.28
2772,UPS Ground,1,11.49
2773,UPS SurePost,1,6.2
2774,UPS SurePost,1,9.78
2775,UPS SurePost,1,11.3
2776,UPS SurePost,1,12.27
2777,UPS Ground,1,10.57
2778,UPS Ground,1,10.88
2779,UPS Ground,1,6.31
2780,UPS Ground,1,13.64
2781,UPS Ground,1,9.0
2782,UPS SurePost,1,7.38
2783,UPS Ground,1,9.56
2784,UPS SurePost,1,11.62
2785,UPS SurePost,1,12.82
2786,UPS SurePost,1,9.22
2787,UPS SurePost,1,10.73
2788,UPS Ground,1,10.07
2789,UPS SurePost,1,7.2
2790,UPS SurePost,1,11.56
2791,UPS SurePost,1,7.92
2792,UPS Ground,1,12.66
2793,UPS Ground,1,12.25
2794,UPS Ground,1,11.06
2795,UPS SurePost,1,12.17
2796,UPS SurePost,1,12.87
2797,UPS Ground,1,9.7
2798,UPS SurePost,1,7.6
2799,UPS Ground,1,6.77
2800,UPS Ground,1,13.89
2801,UPS SurePost,1,8.24
2802,UPS SurePost,1,10.97
2803,UPS SurePost,0,7.72
2804,UPS SurePost,1,11.66
2805,UPS Ground,1,8.79
2806,UPS Ground,1,7.94
2807,UPS Ground,1,9.64
2808,UPS Ground,1,9.08
2809,UPS Ground,1,11.03
2810,UPS SurePost,1,8.91
2811,UPS Ground,1,11.09
2812,UPS Ground,1,9.5
2813,UPS Ground,1,8.85
2814,UPS SurePost,1,7.99
2815,UPS SurePost,1,12.54
2816,UPS SurePost,1,9.39
2817,UPS SurePost,1,5.56
2818,UPS Ground,1,9.1
2819,UPS Ground,1,10.17
2820,UPS SurePost,1,12.2
2821,UPS SurePost,1,10.78
2822,UPS Ground,1,8.4
2823,UPS Ground,1,14.19
2824,UPS SurePost,1,8.95
2825,UPS SurePost,1,11.16
2826,UPS SurePost,1,7.0
2827,UPS SurePost,1,4.85
2828,UPS Ground,1,7.56
2829,UPS Ground,1,4.37
2830,UPS Ground,1,13.66
2831,UPS SurePost,1,9.37
2832,UPS SurePost,1,7.4
2833,UPS Ground,1,10.78
2834,UPS Ground,1,10.33
2835,UPS Ground,1,11.08
2836,UPS Ground,1,12.09
2837,UPS SurePost,1,8.5
2838,UPS Ground,1,8.48
2839,UPS Ground,1,11.43
2840,UPS Ground,1,11.39
2841,UPS Ground,1,10.17
2842,UPS Ground,1,13.77
2843,UPS Ground,1,9.24
2844,UPS Ground,1,8.44
2845,UPS SurePost,1,9.72
2846,UPS SurePost,1,7.83
2847,UPS SurePost,1,9.86
2848,UPS SurePost,1,7.56
2849,UPS Ground,1,9.31
2850,UPS SurePost,1,12.28
2851,UPS SurePost,1,8.3
2852,UPS Ground,1,8.62
2853,UPS Ground,1,12.03
2854,UPS SurePost,1,7.18
2855,UPS SurePost,1,7.8
2856,UPS Ground,1,11.0
2857,UPS SurePost,1,10.63
2858,UPS Ground,1,12.11
2859,UPS Ground,1,8.71
2860,UPS Ground,1,11.03
2861,UPS Ground,1,9.19
2862,UPS SurePost,1,7.95
2863,UPS Ground,1,12.08
2864,UPS Ground,1,9.05
2865,UPS SurePost,1,9.48
2866,UPS Ground,0,10.27
2867,UPS SurePost,1,7.15
2868,UPS SurePost,1,10.67
2869,UPS SurePost,1,9.97
2870,UPS Ground,1,6.56
2871,UPS SurePost,1,9.48
2872,UPS SurePost,1,7.66
2873,UPS Ground,1,11.9
2874,UPS SurePost,1,6.5
2875,UPS SurePost,1,8.38
2876,UPS SurePost,1,9.63
2877,UPS SurePost,1,9.09
2878,UPS SurePost,1,10.32
2879,UPS Ground,1,7.37
2880,UPS SurePost,1,11.86
2881,UPS SurePost,1,9.91
2882,UPS Ground,1,12.36
2883,UPS Ground,1,11.51
2884,UPS Ground,1,9.98
2885,UPS SurePost,1,6.78
2886,UPS Ground,1,9.02
2887,UPS SurePost,1,11.75
2888,UPS SurePost,1,11.4
2889,UPS Ground,1,8.93
2890,UPS Ground,1,5.12
2891,UPS SurePost,1,8.63
2892,UPS Ground,1,9.5
2893,UPS SurePost,1,8.57
2894,UPS Ground,1,10.92
2895,UPS Ground,1,11.52
2896,UPS Ground,1,11.72
2897,UPS SurePost,1,9.77
2898,UPS Ground,1,6.88
2899,UPS SurePost,1,8.41
2900,UPS SurePost,1,12.99
2901,UPS SurePost,1,9.65
2902,UPS SurePost,1,9.64
2903,UPS Ground,1,10.62
2904,UPS SurePost,1,9.72
2905,UPS SurePost,1,4.87
2906,UPS Ground,0,9.59
2907,UPS SurePost,1,8.93
2908,UPS Ground,1,12.22
2909,UPS SurePost,1,9.08
2910,UPS Ground,1,7.15
2911,UPS SurePost,1,9.74
2912,UPS Ground,1,8.61
2913,UPS SurePost,1,6.89
2914,UPS SurePost,1,7.56
2915,UPS Ground,1,10.94
2916,UPS Ground,1,12.18
2917,UPS Ground,1,10.84
2918,UPS Ground,1,11.09
2919,UPS SurePost,1,9.82
2920,UPS SurePost,1,9.18
2921,UPS Ground,1,11.21
2922,UPS SurePost,1,4.81
2923,UPS Ground,1,10.19
2924,UPS Ground,1,8.19
2925,UPS SurePost,1,11.01
2926,UPS SurePost,1,8.75
2927,UPS SurePost,1,9.05
2928,UPS SurePost,1,6.39
2929,UPS SurePost,1,10.76
2930,UPS SurePost,1,10.09
2931,UPS SurePost,1,9.96
2932,UPS Ground,1,8.59
2933,UPS Ground,1,8.66
2934,UPS Ground,1,10.39
2935,UPS Ground,1,8.8
2936,UPS Ground,1,10.75
2937,UPS SurePost,1,5.26
2938,UPS Ground,1,9.16
2939,UPS Ground,1,13.11
2940,UPS Ground,1,10.76
2941,UPS Ground,1,10.29
2942,UPS Ground,1,13.44
2943,UPS Ground,1,5.95
2944,UPS Ground,1,8.59
2945,UPS SurePost,1,8.31
2946,UPS SurePost,1,10.49
2947,UPS Ground,1,11.52
2948,UPS SurePost,1,7.5
2949,UPS SurePost,1,10.73
2950,UPS SurePost,1,8.3
2951,UPS SurePost,0,11.1
2952,UPS Ground,1,8.21
2953,UPS SurePost,1,8.79
2954,UPS SurePost,1,8.15
2955,UPS SurePost,1,10.83
2956,UPS Ground,1,9.09
2957,UPS Ground,1,9.93
2958,UPS Ground,1,10.88
2959,UPS Ground,1,10.94
2960,UPS Ground,1,11.54
2961,UPS Ground,1,10.37
2962,UPS Ground,1,9.28
2963,UPS SurePost,1,8.39
2964,UPS SurePost,1,9.04
2965,UPS SurePost,1,9.43
2966,UPS Ground,1,9.75
2967,UPS Ground,1,10.03
2968,UPS Ground,1,7.37
2969,UPS Ground,1,11.16
2970,UPS Ground,1,10.31
2971,UPS SurePost,0,10.74
2972,UPS SurePost,1,9.0
2973,UPS Ground,1,6.99
2974,UPS Ground,1,9.38
2975,UPS Ground,1,9.65
2976,UPS Ground,1,11.29
2977,UPS SurePost,1,5.41
2978,UPS Ground,1,10.07
2979,UPS Ground,1,10.89
2980,UPS Ground,1,8.85
2981,UPS Ground,1,10.13
2982,UPS SurePost,1,7.91
2983,UPS Ground,1,8.74
2984,UPS Ground,1,9.29
2985,UPS SurePost,1,7.77
2986,UPS SurePost,1,10.18
2987,UPS SurePost,1,7.73
2988,UPS Ground,1,8.44
2989,UPS Ground,1,13.06
2990,UPS SurePost,1,10.66
2991,UPS SurePost,1,5.78
2992,UPS SurePost,1,7.68
2993,UPS SurePost,1,9.42
2994,UPS SurePost,1,9.56
2995,UPS SurePost,1,6.42
2996,UPS Ground,1,12.01
2997,UPS Ground,1,11.43
2998,UPS Ground,1,10.83
2999,UPS SurePost,1,11.35
3000,UPS SurePost,1,9.78
3001,UPS SurePost,1,9.78
3002,UPS SurePost,1,11.7
3003,UPS SurePost,1,10.91
3004,UPS SurePost,1,7.54
3005,UPS Ground,1,11.1
3006,UPS Ground,1,8.85
3007,UPS SurePost,1,9.87
3008,UPS Ground,1,10.83
3009,UPS SurePost,1,6.6
3010,UPS Ground,1,9.79
3011,UPS SurePost,1,9.46
3012,UPS SurePost,1,8.24
3013,UPS Ground,1,10.55
3014,UPS Ground,1,11.4
3015,UPS SurePost,1,8.95
3016,UPS SurePost,1,9.39
3017,UPS Ground,1,12.4
3018,UPS Ground,1,10.82
3019,UPS SurePost,1,9.35
3020,UPS Ground,1,8.34
3021,UPS SurePost,1,10.16
3022,UPS SurePost,1,9.57
3023,UPS SurePost,1,11.22
3024,UPS SurePost,1,9.08
3025,UPS Ground,1,6.85
3026,UPS Ground,1,7.06
3027,UPS Ground,1,11.27
3028,UPS Ground,1,9.01
3029,UPS Ground,1,10.76
3030,UPS Ground,1,10.2
3031,UPS Ground,1,9.71
3032,UPS SurePost,1,8.83
3033,UPS Ground,1,8.5
3034,UPS Ground,1,9.97
3035,UPS SurePost,1,7.99
3036,UPS Ground,1,9.36
3037,UPS Ground,1,9.44
3038,UPS SurePost,1,8.61
3039,UPS Ground,1,11.6
3040,UPS Ground,0,9.78
3041,UPS Ground,0,11.77
3042,UPS SurePost,1,11.66
3043,UPS Ground,1,11.48
3044,UPS Ground,1,10.93
3045,UPS SurePost,1,9.57
3046,UPS Ground,1,11.5
3047,UPS SurePost,1,9.15
3048,UPS SurePost,1,10.71
3049,UPS Ground,1,11.06
3050,UPS SurePost,1,8.38
3051,UPS SurePost,1,10.55
3052,UPS Ground,1,10.16
3053,UPS SurePost,0,8.82
3054,UPS SurePost,1,8.18
3055,UPS Ground,1,10.29
